Year,Player,Age,Hometown,Home State,Tm,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Rec,Yds,Y/R,TD,FantPos,FantPt,Height (inches),Weight,College,College wins,College losses,DOB,Draft Round,Draft Year,Month_of_Birth
2010,Marcel Reece,25,Los Angeles County,CA,OAK,16,10,0,0,0,0,0,30,122,4.07,1,25,333,13.32,3,RB,70,75,240,Washington,86,98,23-06-1985,0,0,6
2010,Michael Bennett,32,Milwaukee,WI,OAK,7,0,0,0,0,0,0,2,11,5.5,0,2,9,4.5,0,RB,2,69,211,Wisconsin,135,60,13-08-1978,1,2001,8
2010,Michael Bush,26,Louisville,KY,OAK,14,3,0,0,0,0,0,158,655,4.15,8,18,194,10.78,0,RB,133,74,243,Louisville,127,61,16-06-1984,4,2007,6
2010,Rock Cartwright,31,Conroe,TX,OAK,16,0,0,0,0,0,0,9,22,2.44,0,1,10,10,0,RB,3,67,223,Kansas St.,118,71,03-12-1979,7,2002,12
2010,Zach Miller,25,Wahoo,NE,OAK,15,15,0,0,0,0,0,0,0,,0,60,685,11.42,5,TE,99,76,233,Nebraska-Omaha,#N/A,#N/A,04-10-1984,6,0,10
2010,Brent Celek,25,Cincinnati,OH,PHI,16,15,0,0,0,0,0,0,0,,0,42,511,12.17,4,TE,75,76,261,Cincinnati,114,74,25-01-1985,5,2007,1
2010,Chad Hall,24,Atlanta,GA,PHI,8,1,0,0,0,0,0,9,29,3.22,0,11,115,10.45,1,WR,20,68,180,Air Force,98,86,23-05-1986,0,0,5
2010,Clay Harbor,23,Dwight,IL,PHI,9,6,0,0,0,0,0,0,0,,0,9,72,8,1,TE,13,75,252,SW Missouri St.,#N/A,#N/A,02-07-1987,4,0,7
2010,DeSean Jackson,24,Long Beach,CA,PHI,14,14,0,0,0,0,0,16,104,6.5,1,47,1056,22.47,6,WR,158,70,178,California,90,94,01-12-1986,2,2008,12
2010,Eldra Buckley,25,Charleston,MS,PHI,16,0,0,0,0,0,0,21,67,3.19,0,1,10,10,0,RB,8,69,202,Tenn-Chattanooga,#N/A,#N/A,23-06-1985,0,0,6
2010,Jason Avant,27,Chicago,IL,PHI,16,3,0,0,0,0,0,0,0,,0,51,573,11.24,1,WR,65,73,210,Michigan,124,64,20-04-1983,4,2006,4
2010,Jeremy Maclin,22,Chesterfield,MO,PHI,16,16,0,0,0,0,0,3,36,12,0,70,964,13.77,10,WR,160,73,200,Missouri,109,78,11-05-1988,1,2009,5
2010,Leonard Weaver,28,Melbourne,FL,PHI,1,0,0,0,0,0,0,1,0,0,0,0,0,,0,RB,,73,251,Carson-Newman,#N/A,#N/A,23-09-1982,0,0,9
2010,LeSean McCoy,22,Harrisburg,PA,PHI,15,13,0,0,0,0,0,207,1080,5.22,7,78,592,7.59,2,RB,221,70,215,Pittsburgh,106,80,12-07-1988,2,2009,7
2010,Owen Schmitt,25,Fairfax,VA,PHI,15,5,0,0,0,0,0,0,0,,0,19,136,7.16,1,RB,20,74,251,West Virginia,120,67,13-02-1985,5,2008,2
2010,Riley Cooper,23,Oklahoma City,OK,PHI,13,2,0,0,0,0,0,0,0,,0,7,116,16.57,1,WR,18,75,214,Florida,139,55,09-09-1987,5,2010,9
2010,Antwaan Randle El,31,Riverdale,IL,PIT,16,0,2,2,42,2,0,1,2,2,0,22,253,11.5,0,WR,37,70,192,Indiana,58,118,17-08-1979,2,2002,8
2010,Arnaz Battle,30,Dallas,TX,PIT,15,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,73,217,Notre Dame,112,74,22-02-1980,6,2003,2
2010,David Johnson,23,Pine Bluff,AR,PIT,16,5,0,0,0,0,0,0,0,,0,4,46,11.5,0,TE,5,74,270,Arkansas St.,80,100,26-08-1987,7,2009,8
2010,Heath Miller,28,Swords Creek,VA,PIT,14,14,0,0,0,0,0,0,0,,0,42,512,12.19,2,TE,63,77,256,Virginia,90,95,22-10-1982,1,2005,10
2010,Hines Ward,34,Forest Park,GA,PIT,16,15,0,0,0,0,0,1,-2,-2,0,59,755,12.8,5,WR,105,73,205,Georgia,142,53,08-03-1976,3,1998,3
2010,Isaac Redman,26,Paulsboro,NJ,PIT,16,0,0,0,0,0,0,53,247,4.66,0,9,72,8,2,RB,44,73,230,Bowie St.,#N/A,#N/A,10-11-1984,0,0,11
2010,Jonathan Dwyer,21,Marietta,GA,PIT,1,0,0,0,0,0,0,9,28,3.11,0,0,0,,0,RB,3,71,235,Georgia Tech,117,77,26-07-1989,6,2010,7
2010,Matt Spaeth,27,St. Michael,MN,PIT,14,13,0,0,0,0,0,0,0,,0,9,80,8.89,1,TE,14,79,270,Minnesota,90,96,24-11-1983,3,2007,11
2010,Mewelde Moore,28,Hammond,LA,PIT,15,0,0,0,0,0,0,33,99,3,0,26,205,7.88,0,RB,34,71,210,Tulane,60,119,24-07-1982,4,2004,7
2010,Mike Wallace,24,New Orleans,LA,PIT,16,16,0,0,0,0,0,5,39,7.8,0,60,1257,20.95,10,WR,190,73,180,Mississippi,92,91,01-08-1986,3,2009,8
2010,Rashard Mendenhall,23,Skokie,IL,PIT,16,16,0,0,0,0,0,324,1273,3.93,13,23,167,7.26,0,RB,222,71,210,Illinois,73,107,19-06-1987,1,2008,6
2010,Antonio Gates,30,Detroit,MI,SDG,10,10,0,0,0,0,0,0,0,,0,50,782,15.64,10,TE,138,76,260,Kent St.,66,111,18-06-1980,0,0,6
2010,Billy Latsko,26,Gainesville,FL,SDG,1,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,70,233,Florida,139,55,16-02-1984,0,0,2
2010,Craig Davis,25,New Orleans,LA,SDG,7,1,0,0,0,0,0,0,0,,0,21,259,12.33,1,WR,32,73,200,LSU,146,48,02-10-1985,1,2007,10
2010,Curtis Brinkley,25,Philadelphia,PA,SDG,3,0,0,0,0,0,0,2,11,5.5,0,0,0,,0,RB,1,69,208,Syracuse,81,101,20-09-1985,0,0,9
2010,Gary Banks,29,Meridian,MS,SDG,2,2,0,0,0,0,0,0,0,,0,1,2,2,0,WR,,73,193,Troy,83,75,04-11-1981,0,0,11
2010,Jacob Hester,25,Shreveport,LA,SDG,15,7,0,0,0,0,0,26,60,2.31,0,22,145,6.59,1,RB,27,71,230,LSU,146,48,08-05-1985,3,2008,5
2010,Kelley Washington,31,Stephens City,VA,SDG,8,0,0,0,0,0,0,0,0,,0,13,173,13.31,1,WR,23,75,218,Tennessee,113,75,21-08-1979,3,2003,8
2010,Kory Sperry,25,Pueblo,CO,SDG,7,1,0,0,0,0,0,0,0,,0,4,73,18.25,0,TE,7,76,242,Colorado St.,87,98,10-04-1985,0,0,4
2010,Kris Wilson,29,Harrisburg,PA,SDG,14,7,0,0,0,0,0,0,0,,0,6,73,12.17,0,TE,7,75,250,Pittsburgh,106,80,22-08-1981,2,2004,8
2010,Legedu Naanee,27,Portland,OR,SDG,10,9,0,0,0,0,0,3,-2,-0.67,0,23,371,16.13,1,WR,45,74,225,Boise St.,165,29,16-09-1983,5,2007,9
2010,Malcom Floyd,29,Sacramento,CA,SDG,11,9,0,0,0,0,0,0,0,,0,37,717,19.38,6,WR,108,77,201,Wyoming,69,109,08-09-1981,0,0,9
2010,Mike Tolbert,25,Carrollton,GA,SDG,15,4,0,0,0,0,0,182,735,4.04,11,25,216,8.64,0,RB,163,69,243,Coastal Carolina,#N/A,#N/A,23-11-1985,0,0,11
2010,Patrick Crayton,31,De Soto,TX,SDG,9,2,0,1,0,0,0,0,0,,0,28,514,18.36,1,WR,57,73,205,NW Oklahoma St.,#N/A,#N/A,07-04-1979,7,0,4
2010,Randy McMichael,31,Griffin,GA,SDG,16,11,0,0,0,0,0,0,0,,0,20,221,11.05,2,TE,34,75,250,Georgia,142,53,28-06-1979,4,2002,6
2010,Richard Goodman,23,Fort Lauderdale,FL,SDG,3,0,0,0,0,0,0,0,0,,0,1,25,25,0,WR,3,73,192,Florida St.,130,54,23-04-1987,0,0,4
2010,Ryan Mathews,23,Bakersfield,CA,SDG,12,9,0,0,0,0,0,158,678,4.29,7,22,145,6.59,0,RB,124,73,220,Fresno St.,121,74,10-10-1987,1,2010,10
2010,Seyi Ajirotutu,23,El Dorado Hills,CA,SDG,10,0,0,0,0,0,0,0,0,,0,13,262,20.15,2,WR,38,75,211,Fresno St.,121,74,12-06-1987,0,0,6
2010,Vincent Jackson,27,Fort Polk,LA,SDG,5,5,0,0,0,0,0,1,14,14,0,14,248,17.71,3,WR,44,77,241,Northern Colorado,#N/A,#N/A,14-01-1983,2,0,1
2010,Anthony McCoy,23,Fresno,CA,SEA,2,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,77,244,USC,129,49,12-12-1987,6,2010,12
2010,Ben Obomanu,27,Selma,AL,SEA,15,6,0,0,0,0,0,2,17,8.5,0,30,494,16.47,4,WR,79,73,203,Auburn,130,61,30-10-1983,7,2006,10
2010,Brandon Stokley,34,Blacksburg,VA,SEA,11,0,0,0,0,0,0,0,0,,0,31,354,11.42,0,WR,35,71,197,La-Lafayette,74,104,23-06-1976,4,0,6
2010,Cameron Morrah,23,Pomona,CA,SEA,15,3,0,0,0,0,0,0,0,,0,9,117,13,0,TE,12,75,244,California,90,94,18-03-1987,7,2009,3
2010,Chris Baker,31,St. Albans,NY,SEA,16,13,0,0,0,0,0,0,0,,0,9,116,12.89,1,TE,18,75,258,Michigan St.,112,76,18-11-1979,3,2002,11
2010,Chris Henry,25,Oakland,CA,SEA,1,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,74,230,Arizona,82,99,06-06-1985,2,2007,6
2010,Deon Butler,24,Woodbridge,VA,SEA,13,8,0,0,0,0,0,2,6,3,0,36,385,10.69,4,WR,63,70,170,Penn St.,15,68,04-01-1986,3,2009,1
2010,Golden Tate,22,Hendersonville,TN,SEA,11,0,0,0,0,0,0,2,4,2,0,21,227,10.81,0,WR,23,71,195,Notre Dame,112,74,02-08-1988,2,2010,8
2010,John Carlson,26,St. Cloud,MN,SEA,15,13,0,0,0,0,0,0,0,,0,31,318,10.26,1,TE,38,77,256,Notre Dame,112,74,12-05-1984,2,2008,5
2010,Justin Forsett,25,Lakeland,FL,SEA,16,5,0,0,0,0,0,118,523,4.43,2,33,252,7.64,0,RB,90,68,190,Grace Prep,#N/A,#N/A,14-10-1985,7,0,10
2010,Michael Robinson,27,Richmond,VA,SEA,11,4,1,1,28,0,0,12,77,6.42,0,8,37,4.63,0,WR,13,73,225,Penn St.,15,68,06-02-1983,4,2006,2
2010,Mike Williams,26,Tampa,FL,SEA,14,13,0,0,0,0,0,1,0,0,0,65,751,11.55,2,WR,87,77,229,USC,129,49,04-01-1984,1,2005,1
2010,Ruvell Martin,28,Muskegon,MI,SEA,5,0,0,0,0,0,0,0,0,,0,7,158,22.57,1,WR,22,76,217,Saginaw Valley St.,#N/A,#N/A,10-08-1982,0,0,8
2010,Anthony Dixon,23,Jackson,MS,SFO,16,0,0,0,0,0,0,70,237,3.39,2,5,11,2.2,0,RB,37,73,239,Mississippi St.,83,99,24-09-1987,6,2010,9
2010,Brian Jennings,34,Mesa,AZ,SFO,16,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,77,245,Arizona St.,101,86,14-10-1976,7,2000,10
2010,Brian Westbrook,31,Washington,DC,SFO,14,5,0,0,0,0,0,77,340,4.42,4,16,150,9.38,1,RB,79,68,200,Villanova,#N/A,#N/A,02-09-1979,3,2002,9
2010,Colin Cloherty,23,Bethesda,MD,SFO,2,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,74,245,Brown,#N/A,#N/A,16-09-1987,0,0,9
2010,Delanie Walker,26,Pomona,CA,SFO,14,8,0,0,0,0,0,3,18,6,0,29,331,11.41,0,TE,35,73,241,Central Missouri St.,#N/A,#N/A,12-08-1984,6,0,8
2010,Dominique Zeigler,26,Kalamazoo,MI,SFO,11,0,0,0,0,0,0,0,0,,0,9,98,10.89,0,WR,10,75,185,Baylor,71,108,11-10-1984,0,0,10
2010,Frank Gore,27,Coral Gables,FL,SFO,11,11,0,0,0,0,0,203,853,4.2,3,46,452,9.83,2,RB,161,69,215,Miami (FL),130,58,14-05-1983,3,2005,5
2010,Josh Morgan,25,Washington,DC,SFO,16,11,0,0,0,0,0,2,17,8.5,0,44,698,15.86,2,WR,84,73,218,Virginia Tech,147,50,20-06-1985,6,2008,6
2010,Kyle Williams,22,San Jose,CA,SFO,5,0,0,0,0,0,0,0,0,,0,1,8,8,0,WR,1,70,185,Arizona St.,101,86,19-07-1988,6,2010,7
2010,Michael Crabtree,23,Dallas,TX,SFO,16,15,0,0,0,0,0,0,0,,0,55,741,13.47,6,WR,110,74,215,Texas Tech,120,70,14-09-1987,1,2009,9
2010,Moran Norris,32,Houston,TX,SFO,16,11,0,0,0,0,0,3,0,0,0,4,20,5,0,RB,2,73,250,Kansas,71,109,16-06-1978,4,2001,6
2010,Nate Byham,22,Franklin,PA,SFO,14,3,0,0,0,0,0,0,0,,0,5,27,5.4,0,TE,3,76,268,Pittsburgh,106,80,27-06-1988,6,2010,6
2010,Vernon Davis,26,Washington,DC,SFO,16,16,0,0,0,0,0,0,0,,0,56,914,16.32,7,TE,135,75,250,Maryland,98,86,31-01-1984,1,2006,1
2010,Billy Bajema,28,Oklahoma City,OK,STL,13,8,0,0,0,0,0,0,0,,0,14,145,10.36,2,TE,27,77,261,Oklahoma St.,113,73,31-10-1982,7,2005,10
2010,Chauncey Washington,25,Torrance,CA,STL,1,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,73,221,USC,129,49,29-04-1985,7,2008,4
2010,Danario Alexander,24,Marlin,TX,STL,8,2,0,0,0,0,0,0,0,,0,20,306,15.3,1,WR,37,77,221,Missouri,109,78,07-08-1986,0,0,8
2010,Daniel Fells,27,Anaheim,CA,STL,16,6,0,0,0,0,0,0,0,,0,41,391,9.54,2,TE,51,76,252,California-Davis,#N/A,#N/A,23-09-1983,0,0,9
2010,Danny Amendola,25,The Woodlands,TX,STL,16,6,0,0,0,0,0,7,81,11.57,0,85,689,8.11,3,WR,95,71,183,Texas Tech,120,70,02-11-1985,0,0,11
2010,Darcy Johnson,27,St. Augustine,FL,STL,4,2,0,0,0,0,0,0,0,,0,0,0,,0,TE,,77,252,Central Florida,99,86,11-02-1983,0,0,2
2010,Derek Schouman,25,Sandy,UT,STL,4,0,0,0,0,0,0,0,0,,0,0,0,,0,TE,,74,247,Boise St.,165,29,11-03-1985,7,2007,3
2010,Dominique Curry,23,Philadelphia,PA,STL,2,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,74,227,California (PA),#N/A,#N/A,16-08-1987,0,0,8
2010,Fendi Onobun,24,Houston,TX,STL,3,0,0,0,0,0,0,0,0,,0,2,15,7.5,0,TE,2,78,249,Arizona,82,99,17-11-1986,6,2010,11
2010,Keith Toston,23,Angleton,TX,STL,16,0,0,0,0,0,0,19,54,2.84,0,2,29,14.5,0,RB,8,73,210,Oklahoma St.,113,73,06-05-1987,0,0,5
2010,Kenneth Darby,28,Huntsville,AL,STL,14,0,0,0,0,0,0,34,107,3.15,2,10,61,6.1,1,RB,35,70,214,Alabama,114,58,26-12-1982,7,2007,12
2010,Laurent Robinson,25,Fort Lewis,WA,STL,14,11,0,0,0,0,0,2,-14,-7,0,34,344,10.12,2,WR,45,74,192,Illinois St.,#N/A,#N/A,20-05-1985,3,0,5
2010,Mardy Gilyard,24,Burnell,FL,STL,11,2,0,0,0,0,0,0,0,,0,6,63,10.5,0,WR,6,73,187,Cincinnati,114,74,02-12-1986,4,2010,12
2010,Mark Clayton,28,Oklahoma City,OK,STL,5,5,0,0,0,0,0,1,6,6,0,23,306,13.3,2,WR,43,70,193,Oklahoma,160,39,02-07-1982,1,2005,7
2010,Marquis Johnson,22,Sarasota,FL,STL,2,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,75,225,Alabama,114,58,18-05-1988,0,0,5
2010,Michael Hoomanawanui,22,Bloomington,IL,STL,8,3,0,0,0,0,0,0,0,,0,13,146,11.23,3,TE,33,75,271,Illinois,73,107,04-07-1988,5,2010,7
2010,Mike Karney,29,San Jose,CA,STL,12,5,0,0,0,0,0,6,12,2,0,5,14,2.8,0,RB,3,71,254,Arizona St.,101,86,06-07-1981,5,2004,7
2010,Steven Jackson,27,Las Vegas,NV,STL,16,16,0,0,0,0,0,330,1241,3.76,6,46,383,8.33,0,RB,198,75,229,Oregon St.,111,76,22-07-1983,1,2004,7
2010,Arrelious Benn,22,Washington,DC,TAM,15,9,0,0,0,0,0,6,35,5.83,0,25,395,15.8,2,WR,55,74,225,Illinois,73,107,08-09-1988,2,2010,9
2010,Cadillac Williams,28,Gadsden,AL,TAM,16,9,0,0,0,0,0,125,437,3.5,2,46,355,7.72,1,RB,97,71,217,Auburn,130,61,21-04-1982,1,2005,4
2010,Dezmon Briscoe,21,Dallas,TX,TAM,2,0,0,0,0,0,0,0,0,,0,6,93,15.5,1,WR,15,75,200,Kansas,71,109,31-08-1989,6,2010,8
2010,Earnest Graham,30,Naples,FL,TAM,12,7,1,1,2,1,0,20,99,4.95,1,16,130,8.13,1,RB,39,69,215,Florida,139,55,15-01-1980,0,0,1
2010,Elbert Mack,24,Wichita,KS,TAM,12,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,73,201,Troy,83,75,14-07-1986,0,0,7
2010,Jerramy Stevens,31,Olympia,WA,TAM,5,1,0,0,0,0,0,0,0,,0,3,43,14.33,0,TE,4,79,260,Washington,86,98,13-11-1979,1,2002,11
2010,John Gilmore,31,Marquette,MI,TAM,16,11,0,0,0,0,0,0,0,,0,13,160,12.31,1,TE,22,76,260,Penn St.,15,68,21-09-1979,6,2002,9
2010,Kareem Huggins,24,Irvington,NJ,TAM,3,0,0,0,0,0,0,4,11,2.75,0,1,7,7,0,RB,2,69,198,Hofstra,#N/A,#N/A,24-05-1986,0,0,5
2010,Kellen Winslow,27,San Diego,CA,TAM,16,11,0,0,0,0,0,0,0,,0,66,730,11.06,5,TE,103,76,254,Miami (FL),130,58,21-07-1983,1,2004,7
2010,Kregg Lumpkin,26,Albany,GA,TAM,11,0,0,0,0,0,0,1,0,0,0,1,12,12,0,RB,1,71,222,Georgia,142,53,15-05-1984,0,0,5
2010,LeGarrette Blount,24,Madison,FL,TAM,13,7,0,0,0,0,0,201,1007,5.01,6,5,14,2.8,0,RB,138,73,245,Oregon,143,47,05-12-1986,0,0,12
2010,Maurice Stovall,25,Philadelphia,PA,TAM,12,1,0,0,0,0,0,0,0,,0,7,81,11.57,1,WR,14,76,215,Notre Dame,112,74,21-02-1985,3,2006,2
2010,Micheal Spurlock,27,Indianola,MS,TAM,16,1,0,3,0,0,0,0,0,,0,17,250,14.71,2,WR,37,70,214,Mississippi,92,91,31-01-1983,0,0,1
2010,Mike Williams,23,Tampa,FL,TAM,16,16,0,0,0,0,0,0,0,,0,65,964,14.83,11,WR,162,77,229,USC,129,49,04-01-1984,1,2005,1
2010,Preston Parker,23,Delray Beach,FL,TAM,9,0,0,0,0,0,0,1,7,7,0,4,42,10.5,0,WR,5,73,200,Florida St.,130,54,13-02-1987,0,0,2
2010,Ryan Purvis,24,Allentown,PA,TAM,10,2,0,0,0,0,0,0,0,,0,5,38,7.6,0,TE,4,75,255,Boston Col.,116,74,08-05-1986,0,0,5
2010,Sammie Stroughter,24,Vallejo,CA,TAM,12,4,0,0,0,0,0,1,2,2,0,24,239,9.96,0,WR,24,69,182,Oregon St.,111,76,03-01-1986,7,2009,1
2010,Ahmard Hall,31,Galveston,TX,TEN,16,4,0,0,0,0,0,1,1,1,0,15,100,6.67,0,RB,10,71,235,Texas,149,45,13-11-1979,0,0,11
2010,Bo Scaife,29,Denver,CO,TEN,14,13,0,0,0,0,0,0,0,,0,36,318,8.83,4,TE,56,75,249,Texas,149,45,06-01-1981,6,2005,1
2010,Chris Johnson,25,Orlando,FL,TEN,16,16,0,0,0,0,0,316,1364,4.32,11,44,245,5.57,1,RB,233,71,195,East Carolina,97,90,23-09-1985,1,2008,9
2010,Craig Stevens,26,San Pedro,CA,TEN,15,13,0,0,0,0,0,0,0,,0,11,122,11.09,2,TE,24,75,255,California,90,94,01-09-1984,3,2008,9
2010,Damian Williams,22,Springdale,AR,TEN,16,1,0,0,0,0,0,1,5,5,0,16,219,13.69,0,WR,22,73,190,USC,129,49,26-05-1988,3,2010,5
2010,Jared Cook,23,Birmingham,AL,TEN,16,1,0,0,0,0,0,0,0,,0,29,361,12.45,1,TE,42,76,235,South Carolina,110,76,07-04-1987,3,2009,4
2010,Javon Ringer,23,Dayton,OH,TEN,16,0,0,0,0,0,0,51,239,4.69,2,7,44,6.29,0,RB,40,69,200,Michigan St.,112,76,02-02-1987,5,2009,2
2010,Justin Gage,29,Indianapolis,IN,TEN,11,4,0,0,0,0,0,0,0,,0,20,266,13.3,1,WR,33,76,208,Missouri,109,78,24-01-1981,5,2003,1
2010,Kenny Britt,22,Bayonne,NJ,TEN,12,7,0,0,0,0,0,0,0,,0,42,775,18.45,9,WR,134,75,215,Rutgers,87,96,19-09-1988,1,2009,9
2010,Lavelle Hawkins,24,Stockton,CA,TEN,6,0,0,0,0,0,0,0,0,,0,5,61,12.2,0,WR,6,71,187,California,90,94,12-07-1986,4,2008,7
2010,Nate Washington,27,Toledo,OH,TEN,16,16,0,0,0,0,0,1,-8,-8,0,42,687,16.36,6,WR,104,73,185,Tiffin,#N/A,#N/A,28-08-1983,0,0,8
2010,Anthony Armstrong,27,Indianapolis,IN,WAS,15,11,0,0,0,0,0,0,0,,0,44,871,19.8,3,WR,105,71,175,West Texas A&M,#N/A,#N/A,29-03-1983,0,0,3
2010,Chad Simpson,25,Miami,FL,WAS,3,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,69,216,Morgan St.,#N/A,#N/A,22-08-1985,0,0,8
2010,Chris Cooley,28,Powell,WY,WAS,16,16,0,0,0,0,0,0,0,,0,77,849,11.03,3,TE,105,75,252,Utah St.,66,112,11-07-1982,3,2004,7
2010,Clinton Portis,29,Laurel,MS,WAS,5,5,0,0,0,0,0,54,227,4.2,2,5,55,11,0,RB,40,71,205,Miami (FL),130,58,01-09-1981,2,2002,9
2010,Darrel Young,23,Amityville,NY,WAS,16,0,0,0,0,0,0,4,19,4.75,0,1,3,3,1,RB,8,71,248,Villanova,#N/A,#N/A,08-04-1987,0,0,4
2010,Fred Davis,24,Toledo,OH,WAS,16,9,0,0,0,0,0,0,0,,0,21,316,15.05,3,TE,50,75,250,USC,129,49,15-01-1986,2,2008,1
2010,Joey Galloway,39,Bellaire,OH,WAS,10,4,0,0,0,0,0,0,0,,0,12,173,14.42,0,WR,17,71,197,Ohio St.,138,41,20-11-1971,1,1995,11
2010,Keiland Williams,24,Lafayette,LA,WAS,15,3,0,0,0,0,0,65,261,4.02,3,39,309,7.92,2,RB,87,71,225,Hargrave Military Academy,#N/A,#N/A,14-08-1986,0,0,8
2010,Larry Johnson,31,State College,PA,WAS,2,0,0,0,0,0,0,5,2,0.4,0,0,0,,0,RB,,73,228,Penn St.,15,68,19-11-1979,1,0,11
2010,Logan Paulsen,23,Northridge,CA,WAS,11,0,0,0,0,0,0,0,0,,0,2,10,5,1,TE,7,77,264,UCLA,100,88,26-02-1987,0,0,2
2010,Mike Sellers,35,Frankfurt,Germany,WAS,16,8,0,0,0,0,0,4,2,0.5,0,20,224,11.2,0,RB,25,75,260,Walla Walla CC (WA),#N/A,#N/A,21-07-1975,0,0,7
2010,Roydell Williams,29,New Orleans,LA,WAS,16,0,0,0,0,0,0,0,0,,0,8,109,13.63,0,WR,11,73,192,Tulane,60,119,14-03-1981,4,2005,3
2010,Ryan Torain,24,Topeka,KS,WAS,10,8,0,0,0,0,0,164,742,4.52,4,18,125,6.94,2,RB,123,73,213,Arizona St.,101,86,10-08-1986,5,2008,8
2010,Santana Moss,31,Miami,FL,WAS,16,16,0,0,0,0,0,5,-6,-1.2,0,93,1115,11.99,6,WR,147,70,185,Miami (FL),130,58,01-06-1979,1,2001,6
2010,Terrence Austin,22,Long Beach,CA,WAS,5,0,0,0,0,0,0,0,0,,0,3,47,15.67,0,WR,5,71,175,UCLA,100,88,25-08-1988,7,2010,8
2011,Alfonso Smith,24,San Bernardino,CA,ARI,15,0,0,0,0,0,0,30,102,3.4,1,3,21,7,0,RB,18,73,208,Kentucky,71,110,23-01-1987,0,0,1
2011,Andre Roberts,23,Columbia,SC,ARI,16,16,0,0,0,0,0,3,27,9,0,51,586,11.49,2,WR,73,12,192,Citadel,#N/A,#N/A,09-01-1988,3,0,1
2011,Anthony Sherman,23,North Attleboro,MA,ARI,15,7,0,0,0,0,0,1,3,3,0,8,72,9,0,RB,8,12,244,Connecticut,83,86,11-12-1988,5,2011,12
2011,Beanie Wells,23,Akron,OH,ARI,14,14,0,0,0,0,0,245,1047,4.27,10,10,52,5.2,0,RB,170,73,235,Ohio St.,138,41,07-08-1988,1,2009,8
2011,Chansi Stuckey,28,Warner Robins,GA,ARI,9,0,0,0,0,0,0,0,0,,0,4,39,9.75,0,WR,4,12,182,Clemson,123,68,04-10-1983,7,2007,10
2011,Chester Taylor,32,River Rouge,MI,ARI,12,1,0,0,0,0,0,20,77,3.85,1,14,91,6.5,0,RB,23,12,213,Toledo,112,72,22-09-1979,6,2002,9
2011,DeMarco Sampson,26,Oakland,CA,ARI,12,0,0,0,0,0,0,0,0,,0,3,36,12,0,WR,4,74,201,San Diego St.,77,104,19-12-1985,7,2011,12
2011,Early Doucet,26,New Iberia,LA,ARI,16,6,0,0,0,0,0,0,0,,0,54,689,12.76,5,WR,99,73,211,LSU,146,48,28-10-1985,3,2008,10
2011,Jaymar Johnson,27,Gary,IN,ARI,1,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,73,176,Jackson St.,#N/A,#N/A,10-07-1984,6,0,7
2011,Jeff King,28,Pulaski,VA,ARI,16,10,0,0,0,0,0,0,0,,0,27,271,10.04,3,TE,45,77,250,Virginia Tech,147,50,19-02-1983,5,2006,2
2011,Jim Dray,25,Paramus,NJ,ARI,10,0,0,0,0,0,0,0,0,,0,2,25,12.5,0,TE,3,77,253,Stanford,101,81,31-12-1986,7,2010,12
2011,John Skelton,23,El Paso,TX,ARI,8,7,151,275,1913,11,14,28,128,4.57,0,0,0,,0,QB,105,77,244,Fordham,#N/A,#N/A,17-03-1988,5,0,3
2011,Kevin Kolb,27,Victoria,TX,ARI,9,9,146,253,1955,9,8,17,65,3.82,0,0,0,,0,QB,105,75,218,Houston,98,88,24-08-1984,2,2007,8
2011,LaRod Stephens-Howling,24,Johnston,PA,ARI,14,1,0,0,0,0,0,43,167,3.88,0,13,234,18,2,RB,52,67,180,Pittsburgh,106,80,26-04-1987,7,2009,4
2011,Larry Fitzgerald,28,Minneapolis,MN,ARI,16,16,0,0,0,0,0,0,0,,0,80,1411,17.64,8,WR,189,75,225,Pittsburgh,106,80,31-08-1983,1,2004,8
2011,Richard Bartel,28,San Antonio,TX,ARI,2,0,10,22,86,1,1,1,9,9,0,0,0,,0,QB,6,75,246,Tarleton St.,#N/A,#N/A,03-02-1983,0,0,2
2011,Rob Housler,23,El Paso,TX,ARI,12,2,0,0,0,0,0,0,0,,0,12,133,11.08,0,TE,13,77,238,Florida Atlantic,50,71,17-03-1988,3,2011,3
2011,Stephen Williams,25,Houston,TX,ARI,2,0,0,0,0,0,0,0,0,,0,0,0,,0,WR,,77,199,Toledo,112,72,29-06-1986,0,0,6
2011,Todd Heap,31,Mesa,AZ,ARI,10,4,0,0,0,0,0,0,0,,0,24,283,11.79,1,TE,34,77,252,Arizona St.,101,86,16-03-1980,1,2001,3
2011,Antone Smith,26,Pahokee,FL,ATL,12,0,0,0,0,0,0,0,0,,0,0,0,,0,RB,,69,190,Florida St.,130,54,17-09-1985,0,0,9
